"","State","asian_prop","black_prop","hispanic_prop","white_prop","ppbill","pcttip","flair","intro","selling","repeat.","customer_name","smile","thanks","Extraverted_enthusiastic","Critical_quarrelsome","Dependable_selfdisciplined","Anxious_easily_upset","Reserved_quiet","Sympathetic_warm","Disorganized_careless","Conventional_uncreative","birth_yr","sex","race"
"1829","il",5,1,0,94,95,15,"Often","Always","Always","Never","Sometimes","Always","Often","7","2","3","5","1","7","3","2",1986,"Female","Asian"
"1831","ca",5,5,30,60,11.5,16,"Never","Sometimes","Always","Always","Sometimes","Often","Always","6","1","7","1","1","7","1","2",1985,"Female","White"
"1835","nj",20,30,10,40,100,18,"Never","Always","Often","Often","Often","Often","Sometimes","4","2","6","4","5","5","2","2",1963,"Male","White"
"1836","ga",15,30,5,50,24,18,"Never","Always","Always","Always","Always","Always","Sometimes","6","4","7","3","2","7","2","3",1986,"Male","White"
"1837","nc",1,1,1,97,20,15,"Always","Never","Always","Always","Never","Never","Never","7","4","5","3","2","6","3","5",1969,"Female","White"
"1839","nj",7,3,0,90,25,18,"Never","Often","Sometimes","Never","Often","Always","Never","7","2","7","2","4","6","1","5",1986,"Female","White"
"1841","wi",15,5,2,78,35,19,"Never","Never","Often","Always","Sometimes","Never","Never","3","4","7","1","5","6","1","1",1983,"Female","White"
"1842","dc",20,10,5,65,60,18,"Never","Sometimes","Often","Always","Never","Sometimes","Sometimes","6","5","7","1","5","4","3","2",1982,"Male","White"
"1844","ca",15,5,5,75,25,17,"Never","Often","Always","Often","Often","Sometimes","Sometimes","7","5","5","2","3","5","3","4",1984,"Female","White"
"1845","ma",30,10,10,50,70,20,"Never","Never","Sometimes","Often","Sometimes","Often","Never","7","2","6","2","1","6","2","1",1979,"Male","White"
"1846","tx",15,15,15,55,28,22,"Never","Never","Always","Always","Always","Often","Never","7","3","7","2","2","4","2","4",1951,"Male","White"
"1848","tx",4,8,4,84,65,19,"Never","Always","Always","Always","Often","Often","Never","6","7","7","4","1","3","4","1",1985,"Male","White"
"1849","ca",20,10,10,60,50,18,"Never","Never","Always","Often","Sometimes","Often","Never","6","1","7","1","5","5","1","3",1954,"Male","White"
"1850","ny",30,15,5,50,15,20,"Never","Never","Sometimes","Never","Sometimes","Always","Never","7","4","7","2","3","6","1","4",1986,"Female","Asian"
"1851","ny",2,3,15,80,100,20,"Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Often","Sometimes","5","4","4","2","4","5","2","2",1990,"Female","Asian"
"1852","or",2,5,10,83,60,18,"Never","Never","Sometimes","Often","Always","Never","Never","6","2","7","1","4","7","1","1",1945,"Male","White"
"1853","wi",15,25,5,55,14,12,"Never","Never","Often","Always","Sometimes","Never","Sometimes","7","5","5","3","1","7","2","1",1985,"Male","White"
"1854","il",10,5,5,80,65,19,"Never","Sometimes","Sometimes","Always","Sometimes","Sometimes","Sometimes","5","4","7","6","2","3","1","4",1969,"Male","Hispanic"
"1855","ca",2,8,20,70,20,10,"Never","Always","Often","Sometimes","Sometimes","Often","Sometimes","5","2","7","5","6","6","2","5",1987,"Female","White"
"1856","wa",20,5,10,70,40,18,"Never","Sometimes","Often","Often","Sometimes","Often","Never","5","1","7","2","3","6","1","3",1982,"Female","White"
"1857","il",0,95,0,5,20,15,"Never","Sometimes","Never","Often","Often","Often","Never","4","5","7","6","5","7","1","1",1975,"Male","White"
"1858","australia",10,1,1,88,40,3,"Never","Always","Never","Always","Never","Sometimes","Always","4","2","6","4","6","6","3","6",1963,"Female","White"
"1860","il",10,5,5,80,11,20,"Never","Often","Often","Often","Sometimes","Sometimes","Always","4","3","6","3","2","6","2","5",1984,"Male","White"
"1862","ky",2,1,1,96,18,19,"Never","Always","Always","Always","Sometimes","Always","Never","3","1","7","1","5","5","1","1",1984,"Male","White"
"1863","ca",20,25,20,35,15,18,"Never","Always","Always","Sometimes","Often","Always","Always","7","5","7","5","4","5","1","7",1983,"Female","Asian"
"1864","sc",1,30,5,64,25,13,"Sometimes","Always","Always","Sometimes","Sometimes","Always","Always","5","3","7","5","5","5","3","4",1978,"Female","White"
"1866","ca",10,5,15,70,25,17,"Sometimes","Sometimes","Often","Often","Sometimes","Often","Never","3","2","7","2","5","6","2","2",1980,"Female","Asian"
"1867","or",5,0,5,90,20,20,"Never","Never","Never","Often","Often","Always","Always","6","4","7","3","3","7","2","3",1974,"Female","White"
"1868","canada",10,15,0,75,20,2.5,"Never","Never","Sometimes","Always","Never","Often","Never","4","4","5","4","4","5","3","5",1983,"Female","Asian"
"1869","uk",50,10,0,40,25,10,"Never","Sometimes","Never","Always","Sometimes","Often","Often","7","4","6","3","3","6","3","2",1979,"Female","White"
"1870","fl",2,6,25,77,10,15,"Sometimes","Often","Always","Often","Sometimes","Always","Never","7","1","6","7","4","5","3","4",1965,"Female","White"
"1872","canada",2,2,1,95,40,17,"Never","Often","Always","Always","Always","Often","Never","7","5","5","2","1","7","5","1",1984,"Female","White"
"1874","canada",5,5,20,70,25,10,"Sometimes","Sometimes","Always","Sometimes","Often","Sometimes","Always","6","2","7","1","3","6","1","2",1965,"Female","White"
"1875","fl",5,15,45,35,15,17,"Sometimes","Always","Always","Always","Often","Often","Always","6","2","7","2","3","5","1","4",1981,"Female","White"
"1876","ny",5,15,5,75,25,16,"Always","Never","Always","Often","Sometimes","Always","Always","4","1","6","2","6","5","1","1",1980,"Female","White"
"1877","ca",15,20,20,45,70,16,"Sometimes","Always","Often","Never","Always","Never","Never","5","2","6","1","3","5","4","3",1976,"Male","White"
"1880","oh",0,5,0,95,35,10,"Sometimes","Always","Always","Sometimes","Sometimes","Often","Often","6","5","5","5","3","5","3","3",1981,"Female","White"
"1881","ny",2,33,8,57,25,16,"Never","Always","Often","Often","Never","Always","Always","3","4","7","5","5","6","2","3",1982,"Female","White"
"1882","id",1,2,15,82,25,12,"Never","Often","Often","Never","Often","Always","Often","7","1","7","1","1","7","1","2",1971,"Female","White"
"1883","ri",2,20,15,63,12,18,"Never","Often","Sometimes","Sometimes","Sometimes","Never","Sometimes","6","6","6","1","1","5","3","2",1979,"Male","White"
"1886","ny",10,10,2,78,10,15,"Never","Sometimes","Never","Sometimes","Never","Always","Often","7","5","7","5","1","7","6","5",1962,"Female","White"
"1887","wi",10,10,10,70,32.5,18,"Never","Always","Always","Often","Often","Often","Always","7","5","7","4","1","5","4","1",1975,"Male","White"
"1889","mi",2,2,1,95,60,20,"Sometimes","Always","Always","Always","Often","Often","Sometimes","7","5","6","5","1","6","1","1",1964,"Female","White"
"1891","canada",10,5,5,80,50,20,"Never","Often","Often","Often","Often","Never","Never","6","5","6","2","2","5","2","3",1982,"Male","White"
"1892","canada",5,5,5,85,35,12,"Never","Never","Sometimes","Sometimes","Sometimes","Sometimes","Never","4","5","6","5","2","2","2","2",1981,"Female","White"
"1893","canada",5,5,5,85,35,12,"Never","Never","Sometimes","Sometimes","Sometimes","Sometimes","Never","4","5","6","5","2","2","2","2",1981,"Female","White"
"1895","pa",1,1,0,98,30,15,"Sometimes","Never","Often","Sometimes","Sometimes","Often","Never","7","1","7","1","2","7","1","5",1959,"Female","White"
"1896","tx",10,10,30,50,20,10,"Never","Always","Always","Often","Never","Always","Always","5","5","4","4","3","3","3","4",1983,"Female","White"
"1897","ny",15,5,5,75,100,20,"Always","Always","Often","Always","Sometimes","Never","Always","1","1","7","1","7","7","1","1",1979,"Female","Hispanic"
"1898","az",5,30,15,50,10,18,"Never","Never","Always","Sometimes","Never","Sometimes","Sometimes","4","5","6","3","4","3","2","4",1985,"Female","White"
"1900","nh",0,1,0,99,10,19,"Never","Always","Always","Never","Never","Always","Always","6","1","5","6","5","6","4","2",1984,"Female","White"
"1901","ca",20,10,10,50,60,10,"Never","Never","Sometimes","Sometimes","Sometimes","Often","Never","4","2","4","4","4","5","3","4",1984,"Female","Asian"
"1902","va",10,30,10,50,20,12,"Sometimes","Always","Always","Always","Never","Often","Always","7","2","6","1","2","6","3","1",1980,"Female","White"
"1903","sc",2,40,3,55,30,3,"Always","Always","Always","Always","Often","Always","Always","3","3","6","4","5","4","1","2",1972,"Female","Asian"
"1904","tn",0,10,5,85,14,13,"Often","Always","Always","Sometimes","Often","Never","Sometimes","7","1","7","2","2","7","3","7",1984,"Male","White"
"1905","mo",1,25,2,72,15,20,"Always","Always","Often","Often","Sometimes","Often","Always","6","6","7","2","5","7","2","4",1973,"Female","White"
"1906","nc",10,40,10,40,18,10,"Never","Always","Never","Often","Never","Often","Never","5","2","6","3","4","5","2","5",1982,"Male","White"
"1907","fl",12,34,19,35,14,15,"Sometimes","Sometimes","Sometimes","Always","Sometimes","Often","Never","5","4","7","4","4","4","2","3",1960,"Female","White"
"1908","pa",1,3,1,95,22,18,"Never","Always","Always","Often","Sometimes","Always","Sometimes","6","2","7","5","2","6","3","2",1975,"Female","White"
"1909","wa",5,10,0,85,50,18,"Never","Always","Often","Often","Sometimes","Always","Always","7","1","7","2","1","5","1","1",1980,"Female","White"
"1910","md",4,25,1,70,65,20,"Sometimes","Always","Always","Always","Often","Often","Never","6","5","6","3","5","6","3","1",1971,"Female","White"
"1911","wi",10,5,5,80,12,15,"Never","Never","Never","Often","Sometimes","Never","Always","2","1","7","1","3","6","1","2",1974,"Female","White"
"1912","ma",5,20,5,70,30,17,"Never","Always","Often","Always","Sometimes","Often","Always","5","2","6","2","5","6","1","3",1983,"Female","White"
"1913","ma",1,2,1,95,35,17,"Never","Always","Often","Often","Sometimes","Always","Often","5","5","6","3","5","6","3","3",1977,"Female","White"
"1915","canada",3,3,3,90,20,10,"Never","Often","Often","Sometimes","Often","Always","Always","6","5","7","5","4","6","3","2",1980,"Female","White"
"1916","ny",0,0,0,100,15,15,"Never","Often","Sometimes","Sometimes","Often","Sometimes","Sometimes","7","6","5","5","3","6","5","4",1980,"Male","White"
"1917","ca",1,3,5,91,35,17,"Never","Sometimes","Often","Sometimes","Often","Often","Never","5","3","6","2","3","5","1","4",1978,"Female","White"
"1918","al",5,15,5,75,15,17,"Often","Always","Often","Sometimes","Sometimes","Always","Often","6","2","6","2","3","7","3","2",1982,"Female","White"
"1919","ca",2,10,10,78,15,12,"Never","Always","Often","Sometimes","Never","Often","Often","5","1","6","1","1","7","1","2",1984,"Female","White"
"1920","wi",10,25,15,50,10,15,"Never","Always","Often","Sometimes","Never","Often","Always","7","4","7","4","2","6","5","1",1981,"Female","White"
"1921","tx",1,25,25,49,12,18,"Sometimes","Always","Always","Often","Often","Always","Always","6","1","6","6","4","7","5","2",1986,"Female","White"
"1922","mi",1,1,5,93,40,15,"Sometimes","Sometimes","Always","Sometimes","Often","Always","Sometimes","6","2","6","1","2","4","2","2",1967,"Female","White"
"1923","tx",0,0,20,80,10,15,"Never","Never","Never","Often","Sometimes","Often","Often","7","5","7","1","5","7","1","1",1978,"Female","White"
"1924","ma",5,10,5,80,20,18,"Often","Always","Always","Sometimes","Sometimes","Often","Sometimes","6","3","6","4","5","6","2","1",1980,"Female","White"
"1925","tx",2,3,10,80,75,20,"Never","Sometimes","Always","Always","Sometimes","Often","Sometimes","6","5","7","1","2","6","1","1",1978,"Female","White"
"1927","canada",1,1,1,97,20,12,"Never","Sometimes","Always","Sometimes","Never","Often","Always","7","4","7","5","3","6","1","1",1986,"Female","White"
"1928","canada",10,1,2,87,100,15,"Sometimes","Often","Often","Sometimes","Sometimes","Sometimes","Never","5","2","6","1","3","7","1","3",1974,"Female","White"
"1929","az",3,2,5,90,50,17,"Never","Often","Often","Never","Never","Never","Never","1","1","7","1","6","6","2","4",1970,"Male","White"
"1931","va",5,55,2,35,10,15,"Always","Always","Always","Often","Often","Often","Always","7","1","7","1","1","7","1","1",1969,"Female","White"
"1932","ny",5,8,3,84,14,19,"Often","Always","Always","Sometimes","Often","Often","Always","7","1","7","3","1","5","2","1",1983,"Female","White"
"1933","mi",5,60,5,30,15,10,"Always","Always","Always","Always","Never","Sometimes","Often","3","1","7","3","4","7","1","1",1972,"Female","White"
"1934","ca",0,1,70,30,22,15,"Never","Never","Sometimes","Never","Always","Often","Never","6","1","7","2","5","6","1","6",1967,"Female","White"
"1935","ga",1,40,4,50,14,12,"Often","Always","Always","Always","Often","Always","Always","5","2","6","3","1","6","1","1",1974,"Female","White"
"1938","fl",0.25,0.5,0.25,99,20,17,"Never","Always","Never","Never","Sometimes","Always","Sometimes","5","2","6","4","1","7","2","1",1969,"Female","White"
"1939","canada",30,3,2,65,45,15,"Never","Often","Always","Always","Never","Always","Always","7","1","7","1","2","7","1","2",1982,"Female","White"
"1941","pa",5,5,2,88,25,20,"Never","Always","Sometimes","Often","Often","Never","Never","6","1","6","1","1","6","1","1",1974,"Male","White"
"1942","fl",2,4,15,79,50,18,"Never","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","2","1","7","3","5","7","4","1",1969,"Female","Hispanic"
"1944","canada",5,5,5,85,40,15,"Never","Never","Often","Sometimes","Never","Sometimes","Never","2","4","6","2","5","4","2","2",1976,"Female","White"
"1945","md",2,20,2,76,50,18,"Sometimes","Always","Always","Always","Always","Always","Never","7","4","7","3","1","7","1","1",1980,"Male","White"
"1946","az",10,10,20,60,13,18,"Never","Often","Always","Often","Often","Sometimes","Sometimes","6","4","7","2","1","5","1","1",1979,"Female","White"
"1947","oh",1,20,5,74,16,10,"Never","Always","Always","Always","Often","Always","Always","5","2","7","3","4","6","3","3",1981,"Female","White"
"1950","tx",20,15,20,55,30,15,"Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","6","1","7","3","5","6","1","6",1977,"Female","White"
"1952","ky",1,10,5,84,10,15,"Sometimes","Always","Sometimes","Sometimes","Often","Often","Often","7","2","7","5","2","6","3","2",1983,"Female","White"
"1954","tn",1,42,2,55,25,17,"Never","Always","Always","Always","Sometimes","Always","Always","7","3","7","2","2","6","1","3",1969,"Female","White"
"1956","tx",15,25,15,45,45,18,"Never","Never","Always","Often","Sometimes","Never","Never","6","6","7","2","6","3","2","1",1969,"Male","White"
"1958","or",1,1,1,97,30,15,"Often","Never","Sometimes","Sometimes","Often","Often","Never","4","4","4","4","7","6","1","1",1980,"Female","White"
"1959","oh",4,35,1,60,12,16,"Often","Always","Always","Always","Sometimes","Always","Always","7","3","7","6","3","4","1","2",1985,"Female","White"
"1960","or",5,5,10,80,75,18,"Always","Never","Always","Sometimes","Often","Always","Never","7","1","7","1","5","6","3","1",1979,"Female","White"
"1961","nj",10,20,30,40,100,25,"Never","Never","Often","Sometimes","Always","Always","Never","6","1","7","2","3","7","1","7",1973,"Female","White"
"1962","ok",0,25,10,65,14,10,"Never","Always","Always","Often","Sometimes","Often","Sometimes","5","1","5","2","4","6","3","4",1985,"Female","White"
"1964","nj",2,20,3,75,20,17,"Always","Always","Always","Often","Sometimes","Sometimes","Always","4","1","5","5","2","5","1","2",1984,"Female","White"
"1967","va",5,10,10,75,10,18,"Never","Never","Always","Never","Never","Sometimes","Never","5","2","5","5","4","6","4","2",1989,"Female","White"
"1968","scotland (uk)",10,2,2,86,19,7,"Sometimes","Often","Never","Often","Never","Often","Always","3","5","3","5","4","4","5","2",1985,"Male","White"
"1969","ca",20,5,20,55,20,17,"Never","Often","Always","Always","Sometimes","Always","Always","7","3","6","3","5","6","6","3",1985,"Female","White"
"1971","ca",30,5,10,55,50,19,"Sometimes","Always","Always","Often","Sometimes","Often","Never","6","2","7","1","1","5","1","4",1977,"Male","White"
"1972","va",5,5,2,88,40,17,"Often","Sometimes","Often","Often","Sometimes","Never","Always","6","4","5","2","1","3","5","1",1983,"Female","White"
"1973","oh",1,5,1,93,15,20,"Sometimes","Always","Always","Never","Never","Always","Never","7","2","7","1","1","7","2","2",1982,"Female","White"
"1974","nc",1,9,0,90,15,15,"Never","Never","Never","Always","Never","Often","Never","4","4","5","5","4","4","4","3",1971,"Female","Black"
"1975","fl",1,5,20,74,60,18,"Never","Never","Always","Sometimes","Often","Always","Never","7","4","7","1","1","6","1","2",1964,"Male","White"
"1976","id",2,1,1,96,55,20,"Always","Always","Always","Often","Always","Often","Often","7","2","6","2","1","6","2","7",1984,"Female","White"
"1977","co",10,15,10,65,20,20,"Always","Always","Often","Often","Often","Sometimes","Never","7","2","6","3","1","7","5","1",1984,"Female","White"
"1978","ma",5,1,1,93,12,18,"Never","Sometimes","Sometimes","Often","Never","Never","Sometimes","3","2","7","5","4","6","3","2",1985,"Female","White"
"1979","canada",2,20,3,75,20,10,"Never","Sometimes","Always","Often","Sometimes","Sometimes","Never","6","3","7","5","3","7","2","1",1985,"Female","White"
"1980","ky",0,5,2,93,15,17,"Never","Always","Sometimes","Never","Sometimes","Never","Always","4","4","7","3","3","1","1","4",1975,"Male","White"
"1981","ma",0,5,0,95,35,18,"Sometimes","Always","Often","Sometimes","Never","Always","Always","6","2","6","5","3","7","3","2",1974,"Female","White"
"1982","ga",5,10,5,80,40,20,"Always","Sometimes","Sometimes","Always","Never","Sometimes","Never","6","2","7","4","1","5","5","1",1973,"Female","White"
"1983","ks",1,3,2,95,15,20,"Never","Sometimes","Never","Often","Often","Often","Always","6","6","7","5","3","3","5","2",1982,"Female","White"
"1984","ok",5,30,5,60,30,10,"Never","Always","Always","Always","Often","Always","Always","7","3","6","2","3","6","5","1",1987,"Male","White"
"1986","tx",7,15,25,42,13,15,"Sometimes","Sometimes","Often","Often","Sometimes","Often","Often","6","2","6","5","3","5","3","2",1966,"Male","White"
"1987","fl",5,5,3,87,55,20,"Never","Always","Always","Often","Sometimes","Always","Never","5","4","7","4","3","5","1","1",1982,"Male","White"
"1988","tx",5,10,5,80,50,18,"Never","Always","Always","Always","Often","Always","Often","6","3","6","2","1","5","1","1",1981,"Female","White"
"1989","mo",5,10,10,75,10,13,"Never","Always","Always","Always","Often","Always","Often","4","2","7","4","6","7","4","3",1984,"Female","White"
"1990","south jerseu",5,5,5,85,25,15,"Never","Often","Often","Sometimes","Sometimes","Sometimes","Often","6","3","6","5","3","5","3","3",1959,"Male","White"
"1991","in",10,10,10,70,35,18,"Never","Always","Always","Sometimes","Sometimes","Always","Never","7","1","7","5","7","2","1","2",1982,"Male","White"
"1992","de",15,20,15,50,12,18,"Never","Always","Sometimes","Often","Never","Often","Always","6","2","3","5","3","6","5","3",1987,"Female","White"
"1993","canada",15,15,5,65,20,11,"Never","Always","Sometimes","Often","Never","Always","Sometimes","7","4","7","5","3","7","1","4",1978,"Female","White"
"1995","fl",5,20,25,50,25,15,"Never","Never","Never","Always","Sometimes","Often","Never","5","1","7","3","5","5","1","1",1982,"Female","White"
"1996","mo",5,5,2,88,15,18,"Never","Never","Sometimes","Often","Sometimes","Sometimes","Never","3","2","5","4","5","5","5","3",1987,"Female","White"
"1997","tx",2,6,2,90,12,15,"Always","Always","Always","Often","Never","Often","Always","6","1","7","2","4","6","1","1",1987,"Female","White"
"1998","australia",40,10,0,50,23.45,20,"Always","Always","Often","Always","Always","Always","Always","6","1","7","1","1","7","1","1",1984,"Female","White"
"1999","sc",5,15,10,70,12,25,"Often","Always","Always","Always","Always","Often","Always","5","1","6","2","7","7","1","5",1981,"Female","White"
"2000","tx",5,5,10,80,12,15,"Never","Always","Sometimes","Always","Never","Always","Always","3","3","7","6","3","7","2","4",1980,"Female","White"
"2001","fl",10,5,5,80,24,18,"Never","Always","Often","Sometimes","Never","Never","Never","5","7","7","2","2","5","4","5",1985,"Male","Hispanic"
"2002","ny",10,5,10,75,75,17,"Always","Sometimes","Often","Often","Sometimes","Often","Always","6","1","6","1","2","7","2","2",1983,"Female","White"
"2003","malaysia",99,0.2,0.1,0.7,12,10,"Never","Sometimes","Always","Always","Sometimes","Often","Never","7","1","6","6","1","6","3","1",1978,"Male","Asian"
"2004","ny",10,1,5,84,15,15,"Never","Always","Often","Sometimes","Sometimes","Sometimes","Sometimes","4","5","7","1","3","4","1","1",1987,"Male","White"
"2005","tx",10,30,20,40,9.5,15,"Always","Always","Often","Always","Often","Sometimes","Always","6","3","7","1","1","5","3","2",1982,"Male","White"
"2007","in",5,5,10,80,8,15,"Always","Always","Sometimes","Often","Often","Always","Often","6","5","6","2","5","6","2","4",1976,"Female","White"
"2008","tx",5,22,23,50,9,18,"Never","Sometimes","Often","Often","Sometimes","Always","Never","6","2","6","2","2","6","5","2",1984,"Female","White"
"2009","oh",0,1,1,98,13,10,"Never","Always","Always","Always","Never","Often","Always","7","4","7","1","1","4","1","1",1969,"Female","White"
"2010","tx",1,20,3,76,25,15,"Never","Always","Often","Sometimes","Sometimes","Sometimes","Often","6","3","6","3","1","5","3","3",1980,"Female","White"
"2011","ma",1,5,5,89,25,18,"Sometimes","Always","Never","Sometimes","Sometimes","Often","Always","2","1","7","1","6","7","1","1",1968,"Female","White"
"2012","la",2,30,3,65,25,12,"Sometimes","Always","Always","Often","Sometimes","Often","Always","6","2","6","2","3","6","5","2",1978,"Female","White"
"2013","nc",3,20,10,67,35,18,"Never","Sometimes","Sometimes","Often","Never","Often","Sometimes","4","3","6","3","6","6","2","4",1982,"Male","White"
"2014","tx",5,10,10,65,12,19,"Never","Always","Often","Always","Often","Never","Always","5","4","4","1","3","5","5","2",1971,"Male","Asian"
"2015","tn",5,25,35,35,15,3,"Often","Often","Sometimes","Often","Sometimes","Often","Always","2","3","3","4","6","5","2","3",1965,"Female","White"
"2016","ga",2,5,3,90,30,18,"Never","Never","Always","Sometimes","Sometimes","Sometimes","Always","6","3","7","2","3","6","4","2",1983,"Female","White"
"2017","ok",5,5,15,70,12,18,"Often","Often","Always","Always","Always","Always","Always","6","4","5","2","3","5","3","2",1966,"Male","White"
"2018","ca",30,15,10,45,25,18,"Never","Never","Never","Sometimes","Sometimes","Sometimes","Never","4","1","7","1","6","6","2","1",1963,"Male","White"
"2021","tx",3,1,2,94,12,18,"Never","Always","Sometimes","Often","Sometimes","Sometimes","Never","3","4","5","2","6","5","2","2",1977,"Male","White"
"2022","ca",5,25,5,65,35,18,"Never","Never","Always","Always","Sometimes","Sometimes","Always","7","2","7","1","1","6","1","1",1965,"Male","White"
"2025","ma",10,5,10,75,12,20,"Never","Always","Sometimes","Sometimes","Sometimes","Often","Never","5","1","6","3","3","7","3","4",1978,"Female","White"
"2027","wi",5,5,5,85,25,21,"Never","Always","Sometimes","Sometimes","Never","Never","Often","5","2","6","3","5","5","3","3",1981,"Female","White"
"2028","de",2,15,8,75,15,14,"Sometimes","Always","Sometimes","Often","Sometimes","Always","Always","5","2","6","5","5","7","5","1",1977,"Female","White"
"2029","ny",20,10,10,60,65,18,"Never","Sometimes","Often","Often","Sometimes","Sometimes","Never","2","2","7","2","5","7","1","2",1978,"Female","White"
"2030","ma",1,1,1,97,30,0,"Sometimes","Often","Often","Often","Often","Often","Sometimes","6","3","7","3","3","7","3","2",1956,"Female","White"
"2031","ny",10,15,5,70,15,17,"Sometimes","Sometimes","Often","Always","Never","Never","Sometimes","6","1","7","3","2","7","1","2",1978,"Female","White"
"2033","wa",2,3,25,70,7.8,15,"Often","Always","Always","Always","Often","Often","Always","6","5","4","1","2","4","1","2",1971,"Male","White"
"2035","ny",9,3,3,85,50,18,"Sometimes","Never","Sometimes","Always","Sometimes","Sometimes","Sometimes","3","5","7","7","5","7","1","1",1969,"Female","White"
"2036","az",1,3,1,95,45,18,"Never","Never","Always","Often","Always","Often","Never","6","1","7","1","1","5","1","1",1969,"Male","White"
"2037","ut",0,1,10,89,40,20,"Never","Sometimes","Often","Sometimes","Always","Always","Always","6","1","6","2","5","6","2","1",1978,"Female","White"
"2038","ny",10,2,10,78,25,15,"Always","Sometimes","Sometimes","Often","Often","Often","Always","7","2","6","2","1","4","1","2",1974,"Female","Hispanic"
"2039","mn",5,10,1,80,20,19,"Never","Sometimes","Sometimes","Always","Sometimes","Often","Never","3","2","6","1","5","6","1","1",1965,"Male","White"
"2043","nc",2,50,3,45,16,18,"Often","Always","Always","Always","Often","Often","Often","6","2","7","6","1","6","1","1",1981,"Female","White"
"2045","tx",5,5,2,88,10,12,"Sometimes","Never","Often","Always","Always","Often","Never","4","2","7","5","7","6","1","7",1967,"Female","White"
"2047","tx",15,5,5,75,50,20,"Never","Sometimes","Sometimes","Often","Often","Sometimes","Never","7","4","6","4","1","4","1","1",1979,"Female","Asian"
"2048","ky",1,10,1,92,40,12.5,"Often","Sometimes","Sometimes","Sometimes","Never","Always","Always","7","1","7","1","5","7","1","1",1975,"Female","White"
"2049","fl",10,5,5,80,16,17,"Never","Always","Always","Sometimes","Sometimes","Sometimes","Always","6","1","7","2","5","5","1","2",1972,"Male","White"
"2050","vt",10,10,10,70,10,18,"Never","Never","Never","Always","Never","Never","Never","3","3","6","1","5","5","1","2",1980,"Female","White"
"2051","az",1,1,1,97,32,18,"Sometimes","Sometimes","Often","Sometimes","Sometimes","Often","Always","5","3","7","4","2","5","2","4",1955,"Female","White"
"2053","oh",5,10,5,80,8,20,"Never","Never","Sometimes","Always","Always","Often","Never","7","3","7","5","1","7","1","3",1981,"Female","White"
"2054","sc",5,15,10,70,17,14,"Always","Often","Always","Sometimes","Often","Always","Often","7","1","7","1","1","7","1","1",1983,"Male","White"
"2055","mo",3,10,2,85,20,15,"Never","Always","Sometimes","Often","Sometimes","Always","Never","7","2","7","5","4","5","2","1",1982,"Female","White"
"2056","mi",4,4,2,90,80,15,"Never","Never","Often","Sometimes","Never","Often","Never","7","6","7","2","1","5","1","1",1985,"Female","White"
"2058","or",7,1,1,90,20,18,"Sometimes","Never","Often","Often","Often","Never","Never","3","5","6","7","4","4","1","1",1966,"Female","White"
"2059","nc",1,10,1,88,20,5,"Sometimes","Always","Never","Always","Always","Always","Never","6","5","7","3","3","5","1","1",1958,"Female","White"
"2060","ny",15,5,30,50,30,20,"Never","Never","Never","Sometimes","Sometimes","Always","Never","7","1","7","2","2","7","2","2",1981,"Female","White"
"2062","oh",1,2,7,90,20,15,"Never","Always","Often","Often","Sometimes","Often","Always","6","5","6","2","1","5","1","1",1985,"Female","White"
"2063","il",10,5,15,70,20,18,"Never","Often","Sometimes","Often","Sometimes","Always","Never","7","2","6","2","1","4","2","1",1985,"Female","White"
"2065","ca",20,15,5,60,55,18,"Never","Sometimes","Always","Never","Never","Never","Never","1","4","7","1","5","4","1","1",1979,"Male","White"
"2067","co",2,15,3,80,65,17,"Never","Always","Sometimes","Sometimes","Often","Sometimes","Sometimes","5","2","6","1","2","5","6","3",1978,"Male","White"
"2068","ny",2.5,20,2.5,75,18.62,18,"Sometimes","Always","Sometimes","Always","Often","Always","Always","5","1","5","5","7","6","2","7",1971,"Female","White"
"2069","ma",10,2,2,85,80,12,"Sometimes","Always","Often","Never","Often","Always","Often","5","3","7","5","7","7","1","2",1972,"Male","White"
"2071","ny",1,4,0,95,20,25,"Often","Always","Always","Often","Often","Sometimes","Sometimes","7","5","6","3","1","6","5","1",1984,"Male","White"
"2072","mo",10,5,5,80,15,19,"Never","Sometimes","Sometimes","Always","Often","Often","Always","6","2","7","2","2","6","3","1",1966,"Male","Asian"
"2073","canada",20,15,5,60,100,12,"Always","Always","Sometimes","Sometimes","Sometimes","Often","Often","4","5","3","1","4","6","5","5",1980,"Male","White"
"2077","tx",1,10,20,69,15,15.59,"Never","Always","Always","Sometimes","Never","Always","Always","6","1","7","5","6","7","2","5",1983,"Female","White"
"2078","tx",5,1,40,54,15,18,"Always","Always","Sometimes","Often","Often","Always","Sometimes","6","1","4","1","2","7","1","1",1979,"Female","White"
"2079","ny",30,10,5,55,30,18,"Sometimes","Always","Always","Often","Sometimes","Always","Always","6","1","6","5","5","6","5","5",1981,"Male","White"
"2081","ct",2,2,3,93,30,5,"Often","Sometimes","Often","Often","Often","Always","Sometimes","6","5","6","1","5","4","5","2",1986,"Female","White"
"2082","tn",1,7,2,90,8,16,"Never","Always","Often","Often","Sometimes","Always","Always","7","1","7","2","2","6","4","2",1984,"Male","White"
